30975,123435
39736,41520
4945,111801
62026,113266
79107,26071
60492,71628
34349,73845
38270,110054
21615,100831
64112,71388
116433,125789
108098,111286
91443,102063
84868,101496
58725,103713
77934,65430
95015,108679
1160,107172
115345,104761
98690,95538
90355,81035
73700,71812
95677,95681
446,63450
104639,90819
47232,105192
4121,50309
21202,93558
80995,58431
95364,7828
18189,93701
39358,638
103551,69791
86896,60568
4993,104945
88242,51906
747,99899
60540,64772
81509,92893
85430,129102
94191,47187
111272,90436
17329,50493
8042,86518
114947,77295
106612,62792
105885,122761
50606,55602
67687,98851
76448,16936
38945,123809
120434,56834
13955,100083
97204,47044
71061,49261
74982,85470
58327,76247
119808,51548
29585,101205
21250,86702
2635,1815
19716,45064
114421,83873
114646,40846
54527,91811
37872,82588
28497,80177
11842,70954
3507,56451
107700,83820
105013,68125
37158,38866
66863,37359
38256,118408
40833,25725
57914,68974
13131,38591
108084,119640
5829,97993
97766,74650
16703,45207
48,35984
116193,109237
20378,32066
37459,75315
73260,46140
118221,68309
122142,104518
7343,22603
432,71804
2257,91377
44754,61934
28099,52711
97636,76008
19037,98177
87318,31018
104399,74267
86456,34896
75657,99225
33586,32250
27011,31683
109924,28412
105061,61269
111694,60886
95039,51663
110832,64764
87993,44773
57962,62118
39347,107675
8028,94872
27573,59289
46782,21006
91239,67227
50592,63956
65209,55593
48554,46370
37507,68459
120420,65188
18165,43541
71158,50874
103575,12775
74968,93824
77545,1141
91914,80982
49843,14007
21236,95056
42541,73409
10918,50066
53415,20623
114632,49200
48329,89397
57090,7482
74171,50731
109972,21556
31373,43725
35294,79934
44055,128463
37144,47220
38969,66793
81466,37350
64811,28127
32484,19576
53037,110185
470,6434
14839,86275
123168,10312
112369,74641
70298,7666
63723,7099
20364,40420
18213,36685
46542,4454
27175,31823
23984,40180
1145,20189
94674,37534
73347,119683
44740,70288
64285,34705
83494,126866
26087,10795
87304,39372
101921,31009
104250,26530
74219,43875
33572,40604
54877,18957
107870,26290
16727,118635
9816,37392
114257,107001
5066,56398
86555,119867
57948,70472
79253,48825
47630,25482
90127,126483
46768,29360
85041,64813
93802,113342
110883,26147
23124,127416
65373,55733
72006,55350
56775,109831
120216,30352
75681,42209
16314,111362
77531,9495
66484,31584
111445,53753
34470,18442
51551,61691
36320,116172
25521,50057
57938,11958
97723,19107
57076,15836
54925,12101
80542,16462
18199,45039
82392,114192
37857,126049
104010,9978
64371,2455
81452,45704
100997,10121
71134,714
17111,24011
456,14788
34057,11169
17402,1946
86939,25243
46628,102648
91589,124817
95510,30582
29447,100003
46528,12808
24697,119009
41778,31814
77579,2639
92700,100668
11389,28985
84342,898
100135,13999
8992,106344
121753,40229
6954,88758
43,7515
57124,8980
102085,31149
108718,30766
90775,121839
33368,5768
112393,17625
53026,86778
114243,115355
103196,7000
24597,29169
71182,124302
64271,43059
73032,91588
62233,25473
91938,23966
110443,475
93788,121696
91637,117961
117254,122322
54911,20455
119104,89608
74569,101465
14450,21986
122779,76467
16300,119716
14149,115981
107846,106574
53823,129871
34456,26796
70769,117029
54114,107806
91,659
83340,78064
2029,6381
30358,104594
66159,75419
80528,24816
61409,94425
78490,7230
12427,76651
5852,76084
48101,4401
118342,12906
13287,119859
45704,81760
34905,15645
43666,64174
34043,19523
115532,82992
15237,6565
40854,10926
3927,97255
70080,111628
47241,91637
89738,62194
24683,127363
16348,112860
61309,4585
6030,67870
100983,18475
109744,67004
117929,5633
5090,129826
23595,106335
6940,97112
26485,61529
6414,103690
113319,94467
32256,65024
108569,113473
5474,35202
35931,51883
53012,95132
50861,91397
20998,81990
87823,11435
71168,2212
107481,92445
90826,83222
36803,106519
15476,58224
38741,112241
21382,117810
100159,87427
117240,232
119817,37993
91210,119042
67,80943
39852,88092
84813,110261
7502,124718
49999,95275
82416,57176
71617,121505
53674,82134
70755,125383
28684,58408
49989,36761
31878,24142
13263,69699
106792,87044
83953,67053
78050,112002
61395,102779
53060,88276
74365,66629
120614,81086
14135,124335
20184,79012
80153,82617
17810,111194
60307,81751
43652,72528
60485,73537
43126,79106
26471,69883
66256,77032
70793,60013
63882,109214
72643,27299
89724,70548
84861,103405
33718,63358
22671,85447
6016,76224
20633,67861
103546,64590
43427,115555
52188,33640
75453,87657
55382,129818
13311,62843
30392,106092
32969,13409
4362,94458
34067,92951
76564,63508
121525,85677
44214,100134
37639,99567
119128,32592
105617,3069
90386,57550
107467,100799
65396,33824
86701,12177
68590,130002
49975,45115
41640,30612
117953,79061
12898,55570
119803,46347
89772,63692
111077,42045
33766,56502
50847,99751
78592,22580
116865,58033
54522,86610
97019,57167
99348,52688
97197,48953
79838,54522
60471,81891
102968,52448
107505,35429
100594,84630
109355,2715
164,82556
19709,46973
67718,75366
59383,60863
42728,51640
57345,43277
13986,76598
80139,90971
88900,9056
10301,31225
113790,73386
50023,38259
67104,81508
23993,26625
38362,106466
70779,68367
113276,38924
10685,67045
80926,75550
74351,74983
32280,8008
18769,108929
3538,32966
20619,76215
102108,9240
120701,24185
3438,73570
86687,20531
75640,42620
108977,92277
49610,30986
32955,21763
2924,39108
121085,60005
70478,31918
84847,111759
115304,128440
107889,71249
91234,62026
29155,37327
12500,28104
109917,30321
113838,66530
97183,57307
90608,56740
120225,16797
13746,60046
19795,14723
36876,57972
10733,60189
104430,50782
96095,36279
79440,27056
70065,24645
50698,52014
116851,66387
2052,114916
1325,44441
26942,48802
86735,13675
103816,56924
57993,38633
586,53006
107491,43783
48124,112936
47397,42461
93982,7150
111063,50399
66280,20016
31489,90297
40250,8382
57331,51631
89748,13532
9861,5553
16494,5170
120687,32539
112352,18036
43825,35845
86322,6402
69667,127623
9548,48144
34237,35421
2614,12078
19695,55327
102944,2288
21041,46665
4386,37442
65867,12743
49212,3520
23069,5737
26990,41946
10335,32723
25456,308
33377,122657
47746,72054
56507,120583
73588,33388
47445,35605
17582,26198
9247,11695
116152,2472
104065,36653
12922,128998
30003,41803
38764,90332
38037,19857
63654,24218
21583,87687
35952,37084
116401,112645
37298,28422
20643,19199
84836,88352
81397,54469
28830,81162
43199,30559
102992,125876
68201,65713
76962,114242
94043,27047
188,25540
46573,111413
53206,111030
33839,7955
25504,123896
80537,11261
123034,112262
103667,9187
572,61360
70949,10837
39326,117938
56407,30743
16096,108148
79449,120677
60082,17602
102579,118603
85924,109380
59781,111597
63702,17362
47047,8139
16480,13524
67377,4221
84458,47470
93219,95999
86308,14756
84157,11021
54294,1614
45959,117555
2600,20432
17217,12069
49634,104414
66715,17219
51484,71700
93733,17
100366,130078
58295,63103
26976,50300
29553,88061
95706,102434
79051,93211
73148,7716
118109,29885
62830,93170
79911,5975
115712,107244
104913,41129
11810,57810
26179,7207
12908,6908
83285,86829
87206,123038
70551,113815
38224,105264
117249,117121
33474,124270
65891,86171
37284,36776
107661,116697
76038,93354
93119,6159
28816,89516
113449,2241
96794,123462
15731,94019
76948,122596
96493,87013
100414,123222
81799,38335
53192,119384
104089,110081
121170,22886
28067,39567
123020,120616
90781,20057
91006,107474
79959,129563
39312,126292
4857,16361
86346,79830
103427,123079
85484,83708
6885,105877
13518,105494
92295,75111
63688,25716
17193,92353
8858,77850
113051,105219
109860,113576
31261,5301
99542,68586
116623,111835
28864,82660
18065,16545
45810,69818
111963,84191
49620,112768
119997,62245
22054,66606
5399,57383
74936,80680
30401,92537
70186,99686
102603,61587
95692,110788
42509,60265
112750,68770
106175,68203
62816,101524
26601,108101
9946,98878
52443,69435
11796,66164
81421,127897
35262,66790
118511,13751
87192,948
17241,85497
34322,128746
64779,14983
33460,2180
3933,125917
23142,87634
116671,104979
76024,101708
63265,90373
123058,55246
13867,4643
122196,59124
43597,81293
47518,117502
83319,88327
100400,1132
53905,67769
45570,53266
104075,118435
44708,57144
67973,111161
12694,44002
5783,93203
65576,58076
73761,127149
82522,45234
102987,97407
86332,88184
33149,37661
58766,42022
119983,70599
111648,56096
64401,104545
106898,75102
115323,42955
8844,86204
76509,72273
25902,44186
116183,86163
99528,76940
63313,83517
46658,74294
65163,50803
45796,78172
118133,103313
71974,42206
4959,31711
22040,74960
75649,29065
92730,72314
55803,28199
70172,108040
40645,101333
59854,63050
5831,86347
112736,77124
99977,65789
33498,67254
26587,116455
35348,34540
80309,56709
84230,92918
18167,31895
35248,75144
90617,43185
79570,65274
17227,93851
81420,32560
104685,86577
49406,19418
42495,68619
121272,38236
110473,102565
119234,20650
16139,72823
123044,63600
67149,49669
95478,17438
33135,46015
22088,68104
101113,79961
116234,47546
28475,18371
45556,61620
113221,47689
10830,85070
29335,61579
12680,52356
100025,58933
83370,49710
99163,62811
8020,24712
52981,46881
56902,83090
41671,7127
58752,50376
112361,4481
5882,47730
89803,40207
32396,54580
77357,76749
96566,38466
42543,61763
23928,107320
10417,77797
91906,10822
63299,91871
72060,9956
117021,32125
19078,36486
54879,7311
48304,6744
1057,55193
116282,40690
75635,37419
118132,7976
39533,30145
86118,125278
76495,80627
34424,13652
23625,77981
106874,24942
52851,48239
55180,43760
1997,123681
86502,30654
67135,58023
58800,43520
14265,55377
107258,60762
65187,124231
79556,73628
26373,23105
23550,66438
66047,36995
49392,27772
13177,34349
93378,67670
12315,38227
44732,128
89693,22297
69622,64458
78383,112987
95464,25792
25513,110341
117754,97538
24651,114219
69108,29996
114069,52165
109286,19834
79255,37179
57928,119328
47129,53213
82930,24038
100011,67287
108772,115816
27461,44133
10102,49702
91591,113171
82304,18752
59465,129205
5442,22058
112347,12835
31284,113836
73533,42153
98838,106646
113207,56043
71136,119512
60337,53397
119594,6310
108547,28399
91892,19176
38709,99097
18638,10814
1983,1591
95512,18936
72673,129389
20410,36178
99187,5795
116268,49044
63085,128965
60262,41854
102759,12411
86104,3188
47177,46357
6530,43086
49027,13643
81444,105988
2845,128157
106334,39874
115095,88403
8616,1208
59513,122349
30906,72954
61363,89635
3956,104008
27221,27581
22438,125694
115967,12595
94640,94744
83841,28629
119642,129898
13163,42703
40908,95976
64173,19549
46814,25118
76519,23611
119016,124612
96177,104621
42154,127918
25499,118695
65284,125844
35757,119137
9278,118654
26359,31459
107848,94928
73393,115441
30034,18318
21699,3815
5044,125036
75421,74513
55350,116674
38695,107451
8664,124796
85729,60989
76106,16338
12339,111655
29420,24460
99797,104381
96974,17270
37607,86423
122816,109048
105585,120369
43242,18502
36667,17935
118156,81404
36845,9721
19486,15290
28247,63819
42616,13216
72233,103717
89314,16522
49003,93927
40668,79424
37229,45541
59150,101110
122591,21631
7792,70160
96561,9997
32794,105314
68859,22863
77620,71392
2405,102485
80814,37126
113231,129471
53864,68180
87201,117837
78866,103334
59499,259
101996,101260
26781,1909
45990,94070
63071,6875
21000,70344
86113,96809
66746,124178
58411,109675
41756,100452
66445,87729
92062,92090
75407,82867
67072,68364
95737,78949
112818,122198
49051,87071
66132,130320
112517,85749
10126,123130
74319,61839
54952,89208
96609,3141
79954,124362
95075,91947
28596,93412
49565,121533
56198,121150
62247,75827
79328,119076
108945,79133
2466,122382
85715,69343
74668,91432
73941,20957
93150,113118
35743,127491
44504,45576
9713,115857
91202,48882
105571,128723
114332,46808
39117,77901
15662,111138
26383,104887
90576,43596
353,93253
112866,115342
96211,106119
15148,76676
85189,75921
82702,69486
99783,112735
57712,45760
120113,108817
103458,99594
95123,85091
78468,75868
122141,67889
5214,67506
112119,58283
101072,80372
8889,54365
25970,97614
107459,30639
980,73888
22957,97757
68534,66698
108319,73847
91664,64624
9761,109001
116666,99778
8227,67363
87004,36980
86277,96949
90198,2714
98959,51243
116040,94492
22097,54549
15522,53982
119715,81351
111380,66848
110653,126817
6302,88534
72455,102907
81216,20992
46425,91273
1642,60890
18723,104139
101972,51100
75829,53317
101446,57678
84791,48455
81600,56812
56049,73413
26018,90758
9363,81535
102356,86920
121901,51337
17550,13054
12935,88151
42640,86644
33265,84233
16610,75010
8275,60507
91188,57236
35293,43305
41926,42922
22559,70291
43024,122464
45601,29781
62682,73030
20611,6055
112852,123696
59669,73173
102534,78706
21471,49263
82688,77840
46473,84417
27858,129974
42227,79371
78028,50196
122989,72365
3350,108574
33807,125255
5200,75860
58809,29965
49522,65990
32867,56767
540,48216
23805,102233
92086,35074
109167,78323
93936,2360
80425,103281
38354,36306
55435,79555
114692,32468
112541,28733
14598,33094
121503,23871
13736,36972
92761,48829
62730,66174
46075,56951
15508,62336
32341,63345
54262,118914
68631,68311
55360,68012
91673,27801
75018,18578
44987,35923
1628,69244
72005,18721
78638,18338
59271,45707
101432,66032
82313,5197
99394,48446
54611,18063
26004,99112
96381,48589
15686,54122
58183,24679
17536,21408
104881,27985
61858,11538
78939,54787
114740,25612
36141,47781
40062,83990
70519,100671
41912,51276
92809,41973
107930,9558
91275,335
37252,23632
60517,77649
5238,10490
22319,53739
4376,14368
117137,78697
75066,11722
92147,54971
27844,7884
22981,40741
51310,8510
34655,129731
50448,12388
5913,24245
121138,9742
104483,519
71204,42496
69053,38761
88262,478
105343,43727
92072,43428
4825,3217
111730,124438
78987,47931
38340,44660
108717,124581
112638,30346
71991,27075
14584,41448
119025,111057
9834,60454
67331,129875
84412,42680
105717,21033
52398,29538
94895,95
54248,127268
15321,39993
98570,117398
91659,36155
27892,1028
72853,23197
98470,27558
61543,113887
78624,26692
80449,46265
21082,115418
82299,13551
73964,129492
116213,57809
41950,116350
32327,71699
41088,120228
30289,54113
111778,117582
81211,122967
61844,19892
81389,114753
88022,114370
22967,49095
87160,118248
42625,130105
34290,115602
90835,105107
107916,17912
105765,14177
1414,106338
21879,28067
5224,18844
41537,109077
22170,6002
91707,29299
75052,20076
96357,128873
47486,104358
34215,104059
51296,16864
32177,86473
46546,35870
104043,105291
121124,18096
18869,126893
89110,4954
107615,111907
88248,8832
2961,44285
11722,92814
4811,11571
64604,106888
106853,35205
11622,2974
98255,89303
112624,38700
15297,120277
57794,90834
119011,119411
110676,104908
29365,33225
97646,96510
69039,47115
77800,95644
88697,128125
24930,92998
115211,4531
98556,125752
118101,90169
122022,126378
81375,123107
312,93664
79337,105521
71002,91018
3987,80523
21068,123772
18917,120037
38126,81754
58591,3483
41936,124704
75537,121085
58882,111862
4859,4715
111764,125936
9509,104289
84198,79774
70927,79475
88008,122724
87873,66633
104954,109882
17195,80707
34276,123956
55581,102309
2262,110814
18055,123915
1400,114692
39673,19701
48434,68230
41523,117431
120300,87048
20005,10621
2646,16190
30391,69463
47472,112712
52009,95693
48818,104050
32163,94827
21116,116916
66077,8641
10798,71926
105751,22531
114512,71060
1849,103541
58930,105006
28363,110391
11708,101168
31253,65585
11182,107746
118087,98523
37024,69080
116049,80937
81010,108978
40699,55939
57780,99188
55629,95453
50846,63122
116999,77495
97632,104864
112249,96501
71602,93230
41571,110575
24916,101352
65205,84449
26150,121866
107639,54891
122008,4288
1025,42049
95978,123098
53907,56123
47332,55556
89581,114317
14982,92182
54767,99331
87184,61232
76385,125561
61154,49598
75523,129439
33452,62464
78413,84633
36646,28198
67103,44879
9696,59252
88721,71109
107226,47618
87859,74987
57828,92332
102789,114501
1822,85142
18903,128391
49360,14628
35849,115549
22578,115250
65075,85807
48420,76584
67965,41001
47894,83162
31239,73939
73736,44496
26489,92945
68650,113270
77411,31355
94492,74604
92341,70869
38486,67414
30151,52911
10784,80280
25401,71917
108314,68646
78283,85991
56956,37696
101917,59865
84558,65434
18079,66899
35160,110148
37737,17465
9130,98514
90619,31539
81332,67564
2733,89733
48982,104190
91479,74747
336,36648
113097,100977
95154,61606
112235,104855
70164,37880
115125,60049
95054,102210
103815,20295
46408,34668
1873,46525
17666,59626
1011,50403
94540,67748
15941,89917
38534,60558
55615,103807
86072,120488
72561,90965
59290,90666
123483,29375
106828,20152
101965,53009
84606,58578
67951,49355
107736,56504
39209,74313
105362,88686
114123,6771
7644,50020
102349,88829
75198,42830
64151,64919
47496,55696
62113,47333
21466,44062
10419,66151
93668,13112
15069,35281
118558,77442
54791,42315
71872,85564
28761,30681
45842,73930
1059,43547
16180,11132
15453,71101
85694,79606
4631,50163
37048,12064
2257,82345
8306,37022
25387,80271
106876,13296
106149,73265
8206,77626
16967,126155
83120,10084
11881,64485
54378,35042
37723,25819
29388,11316
28661,71285
96942,4126
114023,47375
120072,2052
85281,72333
96002,66082
36635,4791
17268,32160
114685,34377
121318,33994
101951,61363
20888,31920
1433,20853
18514,64102
27275,112631
41644,62028
15501,64245
109198,54838
100863,40335
84208,31112
74833,28701
58178,19478
121619,70443
6820,118972
6093,48497
31710,52858
113199,116327
6720,29132
87169,104693
101538,54090
112259,47839
52892,116992
52165,46517
122406,55022
13967,22607
73760,117924
36257,94353
45018,12438
62099,55687
20028,119156
14629,9609
44918,53042
4607,3
117120,22092
48593,39901
91090,10458
74435,1235
66100,117176
39005,39477
10094,109986
24463,59383
33224,107912
47505,18873
30850,9650
73347,110651
53980,7576
27837,9793
31758,46002
15103,36779
79296,105932
38145,126713
55226,39518
82971,92791
78356,37444
52213,39661
22350,30254
14015,15751
120920,6528
111545,4117
92178,31486
34771,45859
43532,94388
64501,122509
68422,28274
26351,91743
121304,42348
121169,116701
14690,29506
47107,121851
43916,130208
88877,21933
35558,30438
50679,128467
5896,98084
72969,69769
103426,86450
120507,129699
56740,94572
51341,115469
81630,28458
38607,12011
6280,3460
85305,15317
4242,116318
111147,107095
54412,36540
97413,113489
44094,121994
61175,34799
45944,89280
84217,124733
67562,115510
107347,122659
66700,119388
64549,115653
68470,21418
51815,12195
70320,119148
74857,102129
89226,51526
119683,68207
91076,18812
110621,113673
80758,104266
50727,121611
10080,118340
21985,16125
5330,6902
71483,21275
56252,75756
101213,97925
105134,3690
63063,67159
31744,54356
34321,92117
51402,4922
83819,97267
80628,105624
122877,33941
93966,104450
84679,10031
120480,111300
109681,45185
16578,61866
33659,105115
66748,112532
88053,90885
94686,90502
97015,86023
42992,109320
122017,121177
40954,91734
21587,119103
63748,8984
10565,88905
80806,97410
97887,10215
82656,64696
120929,100149
101562,127518
20499,98075
103412,94804
101261,91069
3318,95430
110223,86207
57960,123440
6993,82289
2378,26942
32835,43623
4228,124672
23773,89089
117470,79682
87439,97027
44080,130348
58697,121985
91114,83886
108195,127135
92964,51172
11653,109933
18286,109550
99775,42575
90152,128368
71033,67533
13626,81906
120531,72683
12764,85784
36029,9357
104310,72642
121391,115891
33632,86716
44529,119197
53290,37282
67659,117123
54388,116824
1205,66301
26822,70662
10167,61439
79704,84736
35169,96593
74954,103742
34307,100471
100460,114844
47277,64321
117518,72826
11039,116075
70296,68988
31369,112157
14714,102934
57211,73491
16564,70220
14413,66485
40030,70846
101247,99423
116368,67008
43705,57705
60786,100954
23859,56839
40940,100088
57773,101097
30622,55098
97447,114987
80792,105764
117105,65553
4266,59302
120915,108503
3404,63180
48365,85349
54998,84966
109783,60535
3304,103784
107745,42949
50338,57322
6979,90643
49476,61200
94437,83369
17462,48058
10551,97259
70344,62132
81241,94613
87290,49290
80379,98491
91100,92240
37917,41717
63534,46078
1191,74655
116416,60152
71881,72009
9802,47310
71019,75887
13612,90260
83989,39737
30670,48242
23759,97443
104296,80996
68081,87573
51426,78350
69931,54859
53276,45636
48413,78493
76742,46262
14399,74839
26808,79016
80417,33121
97498,76370
60571,32255
96636,80248
94485,76513
64622,67106
10599,90403
117504,81180
30257,40969
62674,2870
31355,120511
40116,38596
85077,60765
110694,65126
22935,35951
40016,79200
95385,47241
87050,32738
43691,66059
86188,36616
7589,58785
54174,23474
47263,72675
5192,5700
115241,106621
442,24706
117091,73907
4252,67656
74629,17133
100246,21494
37903,50071
29568,35568
105881,84017
46514,22726
33243,22427
50324,65676
117989,51745
67382,23658
34103,65635
17448,56412
104793,62989
88138,53766
106643,30275
87276,57644
57749,50937
113454,21678
46439,11183
63520,54432
117129,8537
10650,51786
118979,106267
9788,55664
82125,80805
101334,42522
47311,65819
30656,56596
17897,45261
96674,14878
68067,95927
76828,14012
121789,36181
101718,78342
59647,11367
76728,54616
30233,121253
97058,50698
80403,41475
122900,12032
44301,34201
66894,4842
83975,48091
39192,17708
28393,82037
13162,6074
79315,20447
62660,11224
6765,127737
112966,2862
96311,124083
63568,47576
40729,27585
37538,35942
69955,128287
87036,41092
31141,27161
77390,41618
70815,41051
54160,31828
17945,38405
100858,35134
17083,42283
428,33060
94461,26353
123462,39638
83151,117043
100232,29848
30281,114397
1674,65002
29419,118275
46500,31080
118837,56221
114054,23890
84023,41235
67368,32012
51897,57269
87698,28094
104779,71343
11676,88024
34941,11597
14870,53758
96359,117227
113440,30032
64233,2817
10210,26114
117115,16891
36052,117892
81013,9617
103606,110702
117975,60099
75904,123568
65105,57453
49874,111934
116027,126307
96660,23232
43477,103153
26118,108722
6751,5647
100280,22992
77441,3001
74250,11358
106667,103703
121036,53100
67853,2577
114102,17034
5663,115063
112568,105840
76353,112417
11298,47142
53795,17699
37140,8476
7613,1769
36614,15054
119863,92459
13384,5264
66993,89813
57370,45162
66131,93691
8724,108064
31989,31637
27206,129750
18871,115247
123064,12172
88609,32685
850,3510
17931,46759
48388,63440
90637,122201
51582,29174
9511,92643
21920,96820
100945,108677
46922,1530
30267,122751
72764,93308
91021,27577
16758,86118
31127,35515
112616,98984
101817,32869
37514,116226
26467,7871
9812,129092
80189,78569
123038,29594
106383,20371
76352,37716
3153,16453
20234,59702
80027,24575
97108,67824
19933,23253
41102,60634
83599,31191
85928,26712
4025,71089
110930,61866
104355,61299
62284,124768
58845,90885
87174,58654
95935,107183
110304,56580
16361,16637
11746,91734
116691,6847
105644,28936
104917,88905
566,50622
66719,64995
75480,113524
40689,53361
100482,18234
114851,98075
21748,114756
70093,15405
24942,80490
57359,42391
99856,12948
31329,30757
20282,52846
3627,43623
46124,14180
94469,45273
113678,6990
7199,50239
88688,113708
27529,46321
10874,37098
2539,22595
109444,13372
10573,649
36190,5010
19535,126231
113064,13132
39865,122313
56946,35118
116739,130435
10260,43240
53933,35261
77814,36050
15735,11351
122640,2128
40737,46505
24082,37282
17507,36715
96284,6332
95557,66301
326,34070
6375,119191
23456,31996
53073,122497
70154,35302
27131,18855
18796,4352
18069,64321
37278,26038
103431,40411
112192,88940
77401,28777
32618,128838
49699,41643
58460,90172
106805,121265
61654,55906
94071,17807
34704,86960
68041,6173
56994,28262
40339,19039
82836,120040
7621,20689
26830,112850
43911,25655
122688,125716
64241,21737
47586,12514
39251,128455
22596,119232
44573,12657
72902,110870
56247,101647
45200,123736
76577,97729
93658,10534
29891,105851
65956,23400
90645,10677
9950,16210
52447,117211
35792,107988
77449,21921
60794,12698
73203,16875
9436,112192
30405,9869
34326,46078
43087,94607
36176,13364
89785,97913
106866,10718
63843,124715
9820,17568
54781,39737
73990,1454
16583,15827
1352,70308
111401,40785
69330,104254
86411,17059
49484,103388
19957,96681
23878,2446
7223,123667
25728,100176
177,116777
93706,3678
77051,124899
46484,130284
63317,849
63542,88266
99607,5815
11848,107084
100953,127597
84298,118374
75963,103871
32604,6748
102981,86669
109614,86286
90247,113655
110712,35384
113289,73145
6810,116394
88299,49419
56980,36616
3797,116537
46662,122070
89159,92627
26816,121204
114161,127781
92834,79486
109915,122735
22156,93560
67117,115729
71038,21494
79799,70023
72888,119224
2937,73329
117210,109354
100555,100131
68228,91580
91493,15153
36214,78438
53295,121687
35352,82316
24553,16201
106042,79670
123123,122919
58820,75832
53957,108689
82286,76458
65631,67235
59728,112184
36889,92193
6858,109538
113763,100315
83196,105700
100029,106709
119238,68426
12759,111675
123048,111376
14105,103013
121010,93790
109963,115879
69316,112608
16133,62085
20054,98294
3399,89071
45560,109396
26441,48561
43522,91810
122299,61427
93692,12032
40509,91953
83374,97486
2311,68043
63528,96620
46297,107941
5986,54902
23067,98151
58868,68976
103829,91145
107750,127354
14647,13591
109600,94640
36937,85337
30362,84770
13707,75547
104940,66996
4645,121013
72926,53854
87295,3251
72064,57732
61265,122061
19194,55086
36275,98335
92820,87840
90669,84105
118998,51874
53943,117043
118136,55752
73601,67609
43570,84954
2923,81683
117196,117708
13181,82125
32390,43842
49471,87091
36200,86792
72513,46581
53146,73950
122683,97247
106028,88024
52845,37501
56766,73710
16119,70439
82272,84812
63153,23977
77522,103818
113323,74643
6844,117892
77221,67369
120086,72902
15031,49411
119224,76780
83009,83357
42698,30318
14091,111367
95580,44392
14269,103153
20902,102770
5671,26807
20040,106648
24577,89629
88770,28338
26427,56915
18092,42412
60341,101173
109638,29270
100015,115063
108776,33148
97977,97477
55906,30502
46283,116295
5972,63256
3821,59521
29438,63882
90655,92459
31288,31168
110313,43025
101978,28522
34963,18027
52044,61276
49893,57541
69102,19258
89567,71431
72912,62208
106513,58589
89858,49366
35835,72663
19180,63440
40485,41793
93478,49126
101903,16979
118984,60228
97153,35985
